city_id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,borgarnes,64.54,-21.92,46.4,70,75,23.04,IS,1604513181
383,abnub,27.27,31.15,73.4,43,0,11.41,EG,1604513181
384,nanakuli,21.39,-158.15,77.0,83,40,3.36,US,1604513182
385,hailey,43.52,-114.32,59.0,31,20,11.41,US,1604513043
386,westport,41.14,-73.36,61.0,56,0,11.54,US,1604513182
387,savannah bight,16.45,-85.85,78.8,94,90,6.93,HN,1604513182
388,oneonta,42.45,-75.06,57.99,42,0,7.0,US,1604513182
389,conde,-7.26,-34.91,86.0,62,40,12.75,BR,1604513003
390,gazojak,41.19,61.4,49.84,47,0,14.36,TM,1604513183
391,kedrovyy,56.17,91.82,26.6,79,40,13.42,RU,1604513183
392,koulikoro,14.0,-7.75,84.38,23,0,4.14,ML,1604513184
393,ventspils,57.39,21.56,50.0,81,90,17.22,LV,1604513184
394,lanivtsi,49.86,26.09,44.76,85,59,6.15,UA,1604512937
395,antofagasta,-23.65,-70.4,66.0,63,20,18.34,CL,1604513139
396,jalu,29.03,21.55,67.39,56,0,8.97,LY,1604513184
397,marsa matruh,31.35,27.25,69.8,64,40,11.41,EG,1604513184
398,marsh harbour,26.54,-77.06,77.29,70,51,25.03,BS,1604513114
399,juneau,58.3,-134.42,33.8,100,90,5.44,US,1604513061
400,rosendal,59.99,6.01,45.0,87,97,1.99,NO,1604513185
401,yanam,16.73,82.22,78.98,81,67,4.21,IN,1604513185
402,kortkeros,61.81,51.58,42.8,100,75,6.71,RU,1604513185
403,pascagoula,30.37,-88.56,73.4,27,1,5.82,US,1604513185
404,indore,22.72,75.83,66.69,32,0,3.31,IN,1604513185
405,kampene,-3.6,26.67,71.1,94,94,0.25,CD,1604513185
406,matadi,-5.82,13.45,82.81,72,54,3.42,CD,1604513185
407,xique-xique,-10.82,-42.73,73.96,85,100,12.08,BR,1604513185
408,dire,12.28,-10.97,87.84,39,70,2.19,ML,1604513185
409,walvis bay,-22.96,14.51,61.0,87,36,14.0,NA,1604513185
410,hibbing,47.43,-92.94,59.0,43,1,3.36,US,1604513161
411,aswan,24.09,32.91,73.04,28,0,10.89,EG,1604513185
412,moroni,-11.7,43.26,76.33,74,35,2.46,KM,1604513185
413,machali,-34.18,-70.67,73.4,46,0,8.37,CL,1604513185
414,calama,-22.47,-68.93,73.4,11,0,20.8,CL,1604513186
415,nola,40.92,14.53,61.0,77,0,2.24,IT,1604513098
416,saldanha,-33.01,17.94,66.2,72,24,5.82,ZA,1604513186
417,sterling,39.01,-77.43,66.99,39,1,14.99,US,1604513186
418,kattivakkam,13.22,80.32,82.4,94,75,3.36,IN,1604513186
419,guadalajara,20.67,-103.33,70.0,42,5,9.17,MX,1604513166
420,barra,-11.09,-43.14,76.8,80,96,12.82,BR,1604513186
421,pincher creek,49.48,-113.95,57.2,71,34,31.09,CA,1604513045
422,gillette,44.29,-105.5,64.99,29,1,11.41,US,1604513186
423,san jose,37.34,-121.89,66.99,87,40,3.36,US,1604513027
424,kilindoni,-7.91,39.67,78.66,80,23,14.07,TZ,1604513186
425,mortka,59.33,66.02,35.04,88,13,11.92,RU,1604513186
426,burla,21.5,83.87,71.62,63,0,0.98,IN,1604513186
427,olkhovatka,50.28,39.29,48.63,86,57,6.31,RU,1604513186
428,valkeakoski,61.26,24.03,43.0,93,40,10.29,FI,1604513186
429,yenagoa,4.92,6.26,77.32,91,96,4.47,NG,1604513186
430,cabedelo,-6.98,-34.83,86.0,62,40,12.75,BR,1604513187
431,makushino,55.21,67.24,35.01,87,24,15.39,RU,1604513187
432,smithers,54.78,-127.17,33.8,100,75,9.17,CA,1604513187
433,trussville,33.62,-86.61,71.01,32,1,3.62,US,1604513187
434,tabat,-2.63,115.23,75.18,95,80,0.81,ID,1604513187
435,urumqi,43.8,87.6,42.8,52,75,4.47,CN,1604513043
436,goderich,43.75,-81.72,59.0,54,9,14.99,CA,1604513128
437,caranavi,-15.82,-67.55,89.11,29,44,3.71,BO,1604513187
438,tahoua,14.89,5.27,93.2,14,0,6.93,NE,1604513187
439,cusuna,15.85,-85.23,78.31,91,100,12.57,HN,1604513187
440,great yarmouth,52.61,1.73,41.0,95,0,7.36,GB,1604513187
441,the valley,18.22,-63.06,86.0,66,40,18.34,AI,1604513187
442,redmond,47.67,-122.12,61.0,95,100,9.28,US,1604513187
443,mehamn,71.04,27.85,35.6,80,0,11.41,NO,1604513187
444,hualmay,-11.1,-77.61,69.35,66,6,10.63,PE,1604513188
445,richmond,37.55,-77.46,69.01,36,1,11.41,US,1604513037
446,joshimath,30.57,79.57,45.75,51,13,3.18,IN,1604513188
447,marienburg,54.04,19.03,46.99,100,23,8.32,PL,1604513188
448,progreso,21.28,-89.67,82.99,69,90,8.05,MX,1604512934
449,biltine,14.53,20.92,85.68,18,0,9.98,TD,1604513188
450,ammon,43.47,-111.97,59.0,52,1,5.82,US,1604513188
451,egvekinot,66.32,-179.17,14.59,97,100,5.12,RU,1604513188
452,tucumcari,35.17,-103.72,69.8,30,1,9.17,US,1604513188
453,salar,37.15,-4.02,60.8,67,75,4.7,ES,1604513189
454,gap,44.67,6.0,48.99,79,63,3.11,FR,1604513190
455,washougal,45.58,-122.35,66.0,82,90,5.82,US,1604512950
456,ubinskoye,55.31,79.68,34.07,87,100,22.26,RU,1604513190
457,hit,33.64,42.83,76.03,24,85,5.84,IQ,1604513190
458,corrientes,-27.48,-58.83,87.01,23,0,14.99,AR,1604513093
459,lamu,-2.27,40.9,80.6,74,1,6.93,KE,1604512996
460,lacombe,52.47,-113.74,48.2,57,75,4.7,CA,1604513190
461,andros town,24.7,-77.77,82.4,65,75,19.46,BS,1604513190
462,havelock,34.88,-76.9,71.01,42,1,4.7,US,1604513191
463,calatayud,41.35,-1.64,50.0,93,90,13.87,ES,1604513191
464,hun,29.13,15.95,68.14,35,84,5.5,LY,1604513191
465,khanpur,28.65,70.66,71.44,20,0,6.87,PK,1604513191
466,medicine hat,50.05,-110.67,62.01,51,75,18.34,CA,1604513191
467,vylkove,45.4,29.59,53.8,75,3,11.43,UA,1604513191
468,arcos,-20.28,-45.54,79.97,41,45,3.94,BR,1604513191
469,komotini,41.12,25.4,55.4,71,20,3.36,GR,1604513191
470,george town,5.41,100.34,80.6,88,40,4.7,MY,1604513191
471,vaitape,-16.52,-151.75,80.06,78,100,15.19,PF,1604513191
472,neuquen,-38.95,-68.06,84.2,30,0,6.93,AR,1604513191
473,paracuru,-3.41,-39.03,82.0,74,71,21.0,BR,1604513191
474,bay roberts,47.6,-53.26,28.99,68,75,26.4,CA,1604513191
475,ugoofaaru,5.67,73.0,82.54,66,46,4.23,MV,1604513192
476,tiarei,-17.53,-149.33,80.6,78,40,14.99,PF,1604513192
477,mbandaka,0.05,18.26,75.33,91,100,2.44,CD,1604513192
478,cayenne,4.93,-52.33,78.8,100,100,3.36,GF,1604513192
479,lejanias,3.53,-74.02,78.19,76,61,3.47,CO,1604513192
480,granard,53.77,-7.5,39.27,92,31,4.76,IE,1604513192
481,galle,6.04,80.22,80.26,82,100,5.21,LK,1604513192
482,shelabolikha,53.41,82.62,28.4,74,75,24.61,RU,1604513192
483,leshukonskoye,64.9,45.76,39.65,83,100,7.61,RU,1604513192
484,sitrah,26.15,50.62,78.8,61,0,4.7,BH,1604513192
485,piet retief,-27.01,30.81,66.18,70,100,3.74,ZA,1604513192
486,gayny,60.31,54.32,37.13,95,100,7.31,RU,1604513192
487,umm lajj,25.02,37.27,76.77,59,0,12.35,SA,1604513193
488,pombia,45.65,8.63,59.0,87,75,4.7,IT,1604513193
489,esna,25.29,32.55,82.4,34,0,5.82,EG,1604513193
490,santa isabel do rio negro,-0.41,-65.02,82.83,89,74,2.77,BR,1604513193
491,stokmarknes,68.56,14.91,44.6,87,75,17.22,NO,1604513193
492,college,64.86,-147.8,-27.4,67,40,1.34,US,1604513193
493,marzuq,14.4,46.47,62.98,29,0,1.63,YE,1604513193
494,nuuk,64.18,-51.72,28.4,100,90,25.28,GL,1604513193
495,mweka,-4.85,21.57,72.01,96,77,2.26,CD,1604513193
496,comodoro rivadavia,-45.87,-67.5,73.4,23,75,21.92,AR,1604513194
497,karachi,24.91,67.08,75.2,73,0,9.17,PK,1604513016
498,tucupita,9.06,-62.05,80.6,91,94,5.35,VE,1604513194
